Single-Level_Breite_Wigner
Temp do meio:       +1.500000000000000e+03[K]
Massa do isotopo:   +2.360050000000000e+02

ene_val                 sig_val[radiation_xs]           psi                     x                   smr*gg                  chi1          
+1.041800000000047e+01 +1.308297838606066e+01 +1.121603813134595e-02 +2.138414369401912e+01 +1.154864615487459e+03 +1.583388864177901e-01 
+1.042000000000047e+01 +1.283903324103744e+01 +1.100584657437686e-02 +2.148067552556106e+01 +1.154752641342127e+03 +1.583237679827613e-01 
+1.042200000000047e+01 +1.259955627749629e+01 +1.079948367610235e-02 +2.157720726305078e+01 +1.154640699432072e+03 +1.583086538998225e-01 
+1.042400000000048e+01 +1.236448330847588e+01 +1.059689497179114e-02 +2.167373890650181e+01 +1.154528789741832e+03 +1.582935441668860e-01 
+1.042600000000048e+01 +1.213375038624395e+01 +1.039802618217586e-02 +2.177027045592767e+01 +1.154416912255953e+03 +1.582784387818655e-01 
+1.042800000000048e+01 +1.190729382763234e+01 +1.020282323550685e-02 +2.186680191134188e+01 +1.154305066958995e+03 +1.582633377426763e-01 
+1.043000000000048e+01 +1.168505023844723e+01 +1.001123228881748e-02 +2.196333327275796e+01 +1.154193253835523e+03 +1.582482410472349e-01 
+1.043200000000048e+01 +1.146695653695906e+01 +9.823199748404361e-03 +2.205986454018941e+01 +1.154081472870118e+03 +1.582331486934593e-01 
+1.043400000000048e+01 +1.125294997647779e+01 +9.638672289526574e-03 +2.215639571364973e+01 +1.153969724047368e+03 +1.582180606792687e-01 
+1.043600000000048e+01 +1.104296816702011e+01 +9.457596875329450e-03 +2.225292679315244e+01 +1.153858007351873e+03 +1.582029770025841e-01 
+1.043800000000048e+01 +1.083694909607496e+01 +9.279920774997480e-03 +2.234945777871101e+01 +1.153746322768241e+03 +1.581878976613275e-01 
+1.044000000000048e+01 +1.063483114847668e+01 +9.105591581144264e-03 +2.244598867033894e+01 +1.153634670281094e+03 +1.581728226534226e-01 
+1.044200000000048e+01 +1.043655312539409e+01 +8.934557226445932e-03 +2.254251946804970e+01 +1.153523049875060e+03 +1.581577519767941e-01 
+1.044400000000048e+01 +1.024205426244588e+01 +8.766765999526532e-03 +2.263905017185679e+01 +1.153411461534780e+03 +1.581426856293685e-01 
+1.044600000000048e+01 +1.005127424695293e+01 +8.602166560104263e-03 +2.273558078177368e+01 +1.153299905244906e+03 +1.581276236090735e-01 
+1.044800000000048e+01 +9.864153234338360e+00 +8.440707953407201e-03 +2.283211129781381e+01 +1.153188380990098e+03 +1.581125659138382e-01 
+1.045000000000048e+01 +9.680631863688783e+00 +8.282339623869780e-03 +2.292864171999067e+01 +1.153076888755027e+03 +1.580975125415930e-01 
+1.045200000000048e+01 +9.500651272487804e+00 +8.127011428119084e-03 +2.302517204831771e+01 +1.152965428524375e+03 +1.580824634902699e-01 
+1.045400000000049e+01 +9.324153110536683e+00 +7.974673647263538e-03 +2.312170228280837e+01 +1.152854000282834e+03 +1.580674187578022e-01 
+1.045600000000049e+01 +9.151079553075093e+00 +7.825276998494448e-03 +2.321823242347613e+01 +1.152742604015107e+03 +1.580523783421244e-01 
+1.045800000000049e+01 +8.981373313116761e+00 +7.678772646013075e-03 +2.331476247033439e+01 +1.152631239705905e+03 +1.580373422411726e-01 
+1.046000000000049e+01 +8.814977653014768e+00 +7.535112211295414e-03 +2.341129242339662e+01 +1.152519907339950e+03 +1.580223104528842e-01 
+1.046200000000049e+01 +8.651836395272300e+00 +7.394247782707889e-03 +2.350782228267623e+01 +1.152408606901977e+03 +1.580072829751981e-01 
+1.046400000000049e+01 +8.491893932613825e+00 +7.256131924486673e-03 +2.360435204818666e+01 +1.152297338376727e+03 +1.579922598060543e-01 
+1.046600000000049e+01 +8.335095237333418e+00 +7.120717685094630e-03 +2.370088171994133e+01 +1.152186101748954e+03 +1.579772409433945e-01 
+1.046800000000049e+01 +8.181385869936417e+00 +6.987958604969422e-03 +2.379741129795365e+01 +1.152074897003421e+03 +1.579622263851615e-01 
+1.047000000000049e+01 +8.030711987091108e+00 +6.857808723677015e-03 +2.389394078223703e+01 +1.151963724124902e+03 +1.579472161292997e-01 
+1.047200000000049e+01 +7.883020348907112e+00 +6.730222586484507e-03 +2.399047017280489e+01 +1.151852583098181e+03 +1.579322101737547e-01 
+1.047400000000049e+01 +7.738258325557964e+00 +6.605155250367244e-03 +2.408699946967062e+01 +1.151741473908052e+03 +1.579172085164736e-01 
+1.047600000000049e+01 +7.596373903265127e+00 +6.482562289464560e-03 +2.418352867284762e+01 +1.151630396539318e+03 +1.579022111554048e-01 
+1.047800000000049e+01 +7.457315689660367e+00 +6.362399799998713e-03 +2.428005778234928e+01 +1.151519350976794e+03 +1.578872180884981e-01 
+1.048000000000049e+01 +7.321032918544598e+00 +6.244624404672214e-03 +2.437658679818899e+01 +1.151408337205305e+03 +1.578722293137047e-01 
+1.048200000000049e+01 +7.187475454060276e+00 +6.129193256558153e-03 +2.447311572038012e+01 +1.151297355209684e+03 +1.578572448289771e-01 
+1.048400000000050e+01 +7.056593794295413e+00 +6.016064042498722e-03 +2.456964454893605e+01 +1.151186404974777e+03 +1.578422646322691e-01 
+1.048600000000050e+01 +6.928339074336310e+00 +5.905194986026628e-03 +2.466617328387017e+01 +1.151075486485439e+03 +1.578272887215361e-01 
+1.048800000000050e+01 +6.802663068787003e+00 +5.796544849824586e-03 +2.476270192519581e+01 +1.150964599726533e+03 +1.578123170947346e-01 
+1.049000000000050e+01 +6.679518193772588e+00 +5.690072937737502e-03 +2.485923047292636e+01 +1.150853744682936e+03 +1.577973497498228e-01 
+1.049200000000050e+01 +6.558857508444407e+00 +5.585739096352777e-03 +2.495575892707516e+01 +1.150742921339532e+03 +1.577823866847598e-01 
+1.049400000000050e+01 +6.440634716003771e+00 +5.483503716162788e-03 +2.505228728765558e+01 +1.150632129681217e+03 +1.577674278975065e-01 
+1.049600000000050e+01 +6.324804164262034e+00 +5.383327732324839e-03 +2.514881555468094e+01 +1.150521369692895e+03 +1.577524733860248e-01 
+1.049800000000050e+01 +6.211320845753995e+00 +5.285172625033045e-03 +2.524534372816459e+01 +1.150410641359482e+03 +1.577375231482784e-01 
+1.050000000000050e+01 +6.100140397420964e+00 +5.189000419516089e-03 +2.534187180811987e+01 +1.150299944665903e+03 +1.577225771822318e-01 
+1.050200000000050e+01 +5.991219099881466e+00 +5.094773685676218e-03 +2.543839979456011e+01 +1.150189279597095e+03 +1.577076354858513e-01 
+1.050400000000050e+01 +5.884513876304604e+00 +5.002455537382324e-03 +2.553492768749863e+01 +1.150078646138001e+03 +1.576926980571044e-01 
+1.050600000000050e+01 +5.779982290903986e+00 +4.912009631432393e-03 +2.563145548694876e+01 +1.149968044273577e+03 +1.576777648939600e-01 
+1.050800000000050e+01 +5.677582547066759e+00 +4.823400166197823e-03 +2.572798319292380e+01 +1.149857473988791e+03 +1.576628359943881e-01 
+1.051000000000050e+01 +5.577273485135127e+00 +4.736591879964444e-03 +2.582451080543707e+01 +1.149746935268615e+03 +1.576479113563605e-01 
+1.051200000000050e+01 +5.479014579854561e+00 +4.651550048982436e-03 +2.592103832450187e+01 +1.149636428098037e+03 +1.576329909778501e-01 
+1.051400000000051e+01 +5.382765937504950e+00 +4.568240485239096e-03 +2.601756575013151e+01 +1.149525952462052e+03 +1.576180748568309e-01 
+1.051600000000051e+01 +5.288488292729584e+00 +4.486629533967132e-03 +2.611409308233928e+01 +1.149415508345664e+03 +1.576031629912789e-01 
+1.051800000000051e+01 +5.196143005076305e+00 +4.406684070900935e-03 +2.621062032113846e+01 +1.149305095733891e+03 +1.575882553791707e-01 
+1.052000000000051e+01 +5.105692055265598e+00 +4.328371499293384e-03 +2.630714746654235e+01 +1.149194714611756e+03 +1.575733520184849e-01 
+1.052200000000051e+01 +5.017098041199826e+00 +4.251659746705432e-03 +2.640367451856423e+01 +1.149084364964296e+03 +1.575584529072009e-01 
+1.052400000000051e+01 +4.930324173727360e+00 +4.176517261580313e-03 +2.650020147721736e+01 +1.148974046776555e+03 +1.575435580432998e-01 
+1.052600000000051e+01 +4.845334272174887e+00 +4.102913009613773e-03 +2.659672834251502e+01 +1.148863760033590e+03 +1.575286674247640e-01 
+1.052800000000051e+01 +4.762092759661407e+00 +4.030816469931895e-03 +2.669325511447047e+01 +1.148753504720466e+03 +1.575137810495771e-01 
+1.053000000000051e+01 +4.680564658206763e+00 +3.960197631087691e-03 +2.678978179309698e+01 +1.148643280822257e+03 +1.574988989157242e-01 
+1.053200000000051e+01 +4.600715583646771e+00 +3.891026986886756e-03 +2.688630837840779e+01 +1.148533088324049e+03 +1.574840210211916e-01 
+1.053400000000051e+01 +4.522511740367788e+00 +3.823275532053044e-03 +2.698283487041617e+01 +1.148422927210936e+03 +1.574691473639669e-01 
+1.053600000000051e+01 +4.445919915872198e+00 +3.756914757744755e-03 +2.707936126913534e+01 +1.148312797468024e+03 +1.574542779420393e-01 
+1.053800000000051e+01 +4.370907475186304e+00 +3.691916646930114e-03 +2.717588757457856e+01 +1.148202699080428e+03 +1.574394127533990e-01 
+1.054000000000051e+01 +4.297442355122050e+00 +3.628253669633006e-03 +2.727241378675906e+01 +1.148092632033271e+03 +1.574245517960379e-01 
+1.054200000000051e+01 +4.225493058402973e+00 +3.565898778057389e-03 +2.736893990569007e+01 +1.147982596311690e+03 +1.574096950679489e-01 
+1.054400000000052e+01 +4.155028647665662e+00 +3.504825401600222e-03 +2.746546593138481e+01 +1.147872591900828e+03 +1.573948425671264e-01 
+1.054600000000052e+01 +4.086018739345913e+00 +3.445007441760882e-03 +2.756199186385650e+01 +1.147762618785838e+03 +1.573799942915662e-01 
+1.054800000000052e+01 +4.018433497460359e+00 +3.386419266956389e-03 +2.765851770311836e+01 +1.147652676951887e+03 +1.573651502392651e-01 
+1.055000000000052e+01 +3.952243627292308e+00 +3.329035707249922e-03 +2.775504344918360e+01 +1.147542766384147e+03 +1.573503104082217e-01 
+1.055200000000052e+01 +3.887420368991536e+00 +3.272832049001180e-03 +2.785156910206542e+01 +1.147432887067803e+03 +1.573354747964356e-01 
+1.055400000000052e+01 +3.823935491096634e+00 +3.217784029445947e-03 +2.794809466177703e+01 +1.147323038988048e+03 +1.573206434019077e-01 
+1.055600000000052e+01 +3.761761283988421e+00 +3.163867831212258e-03 +2.804462012833161e+01 +1.147213222130086e+03 +1.573058162226406e-01 
+1.055800000000052e+01 +3.700870553282793e+00 +3.111060076780424e-03 +2.814114550174236e+01 +1.147103436479129e+03 +1.572909932566377e-01 
+1.056000000000052e+01 +3.641236613170770e+00 +3.059337822893678e-03 +2.823767078202247e+01 +1.146993682020402e+03 +1.572761745019041e-01 
+1.056200000000052e+01 +3.582833279713463e+00 +3.008678554926097e-03 +2.833419596918511e+01 +1.146883958739137e+03 +1.572613599564461e-01 
+1.056400000000052e+01 +3.525634864099175e+00 +2.959060181214098e-03 +2.843072106324346e+01 +1.146774266620576e+03 +1.572465496182714e-01 
+1.056600000000052e+01 +3.469616165869749e+00 +2.910461027357684e-03 +2.852724606421069e+01 +1.146664605649972e+03 +1.572317434853889e-01 
+1.056800000000052e+01 +3.414752466122669e+00 +2.862859830497071e-03 +2.862377097209997e+01 +1.146554975812587e+03 +1.572169415558088e-01 
+1.057000000000052e+01 +3.361019520695711e+00 +2.816235733570694e-03 +2.872029578692445e+01 +1.146445377093694e+03 +1.572021438275428e-01 
+1.057200000000052e+01 +3.308393553339703e+00 +2.770568279559290e-03 +2.881682050869729e+01 +1.146335809478573e+03 +1.571873502986038e-01 
+1.057400000000053e+01 +3.256851248886022e+00 +2.725837405722003e-03 +2.891334513743164e+01 +1.146226272952517e+03 +1.571725609670059e-01 
+1.057600000000053e+01 +3.206369746413797e+00 +2.682023437828690e-03 +2.900986967314065e+01 +1.146116767500827e+03 +1.571577758307648e-01 
+1.057800000000053e+01 +3.156926632422360e+00 +2.639107084393376e-03 +2.910639411583746e+01 +1.146007293108813e+03 +1.571429948878972e-01 
+1.058000000000053e+01 +3.108499934014265e+00 +2.597069430913466e-03 +2.920291846553520e+01 +1.145897849761797e+03 +1.571282181364214e-01 
+1.058200000000053e+01 +3.061068112093411e+00 +2.555891934118645e-03 +2.929944272224701e+01 +1.145788437445108e+03 +1.571134455743567e-01 
+1.058400000000053e+01 +3.014610054583023e+00 +2.515556416233685e-03 +2.939596688598600e+01 +1.145679056144087e+03 +1.570986771997241e-01 
+1.058600000000053e+01 +2.969105069667604e+00 +2.476045059258737e-03 +2.949249095676531e+01 +1.145569705844083e+03 +1.570839130105454e-01 
+1.058800000000053e+01 +2.924532879063651e+00 +2.437340399271288e-03 +2.958901493459805e+01 +1.145460386530457e+03 +1.570691530048443e-01 
+1.059000000000053e+01 +2.880873611322025e+00 +2.399425320752357e-03 +2.968553881949732e+01 +1.145351098188576e+03 +1.570543971806453e-01 
+1.059200000000053e+01 +2.838107795166748e+00 +2.362283050941087e-03 +2.978206261147624e+01 +1.145241840803820e+03 +1.570396455359745e-01 
+1.059400000000053e+01 +2.796216352872766e+00 +2.325897154220018e-03 +2.987858631054791e+01 +1.145132614361579e+03 +1.570248980688592e-01 
+1.059600000000053e+01 +2.755180593686587e+00 +2.290251526534408e-03 +2.997510991672541e+01 +1.145023418847247e+03 +1.570101547773281e-01 
+1.059800000000053e+01 +2.714982207292771e+00 +2.255330389848302e-03 +3.007163343002185e+01 +1.144914254246236e+03 +1.569954156594110e-01 
+1.060000000000053e+01 +2.675603257328772e+00 +2.221118286639504e-03 +3.016815685045032e+01 +1.144805120543961e+03 +1.569806807131391e-01 
+1.060200000000053e+01 +2.637026174951342e+00 +2.187600074436337e-03 +3.026468017802388e+01 +1.144696017725849e+03 +1.569659499365450e-01 
+1.060400000000054e+01 +2.599233752456621e+00 +2.154760920398013e-03 +3.036120341275562e+01 +1.144586945777338e+03 +1.569512233276626e-01 
+1.060600000000054e+01 +2.562209136956698e+00 +2.122586295941147e-03 +3.045772655465861e+01 +1.144477904683874e+03 +1.569365008845268e-01 
+1.060800000000054e+01 +2.525935824114360e+00 +2.091061971413906e-03 +3.055424960374592e+01 +1.144368894430912e+03 +1.569217826051741e-01 
+1.061000000000054e+01 +2.490397651938290e+00 +2.060174010819813e-03 +3.065077256003061e+01 +1.144259915003918e+03 +1.569070684876423e-01 
+1.061200000000054e+01 +2.455578794640682e+00 +2.029908766592967e-03 +3.074729542352574e+01 +1.144150966388366e+03 +1.568923585299704e-01 
+1.061400000000054e+01 +2.421463756558841e+00 +2.000252874426085e-03 +3.084381819424435e+01 +1.144042048569743e+03 +1.568776527301986e-01 
+1.061600000000054e+01 +2.388037366142219e+00 +1.971193248152682e-03 +3.094034087219951e+01 +1.143933161533541e+03 +1.568629510863685e-01 
+1.061800000000054e+01 +2.355284770006953e+00 +1.942717074685204e-03 +3.103686345740424e+01 +1.143824305265265e+03 +1.568482535965230e-01 
+1.062000000000054e+01 +2.323191427058151e+00 +1.914811809009424e-03 +3.113338594987159e+01 +1.143715479750427e+03 +1.568335602587064e-01 
+1.062200000000054e+01 +2.291743102682255e+00 +1.887465169237102e-03 +3.122990834961459e+01 +1.143606684974551e+03 +1.568188710709639e-01 
+1.062400000000054e+01 +2.260925863009770e+00 +1.860665131717278e-03 +3.132643065664626e+01 +1.143497920923170e+03 +1.568041860313426e-01 
+1.062600000000054e+01 +2.230726069249515e+00 +1.834399926207211e-03 +3.142295287097965e+01 +1.143389187581825e+03 +1.567895051378901e-01 
+1.062800000000054e+01 +2.201130372095423e+00 +1.808658031103904e-03 +3.151947499262774e+01 +1.143280484936067e+03 +1.567748283886561e-01 
+1.063000000000054e+01 +2.172125706206408e+00 +1.783428168736745e-03 +3.161599702160357e+01 +1.143171812971457e+03 +1.567601557816910e-01 
+1.063200000000055e+01 +2.143699284759890e+00 +1.758699300721749e-03 +3.171251895792014e+01 +1.143063171673567e+03 +1.567454873150468e-01 
+1.063400000000055e+01 +2.115838594079809e+00 +1.734460623378287e-03 +3.180904080159046e+01 +1.142954561027975e+03 +1.567308229867765e-01 
+1.063600000000055e+01 +2.088531388339045e+00 +1.710701563208165e-03 +3.190556255262751e+01 +1.142845981020272e+03 +1.567161627949347e-01 
+1.063800000000055e+01 +2.061765684337293e+00 +1.687411772438060e-03 +3.200208421104431e+01 +1.142737431636057e+03 +1.567015067375772e-01 
+1.064000000000055e+01 +2.035529756354012e+00 +1.664581124625054e-03 +3.209860577685383e+01 +1.142628912860936e+03 +1.566868548127608e-01 
+1.064200000000055e+01 +2.009812131076969e+00 +1.642199710325704e-03 +3.219512725006906e+01 +1.142520424680531e+03 +1.566722070185440e-01 
+1.064400000000055e+01 +1.984601582606436e+00 +1.620257832828795e-03 +3.229164863070299e+01 +1.142411967080466e+03 +1.566575633529862e-01 
+1.064600000000055e+01 +1.959887127535135e+00 +1.598746003951868e-03 +3.238816991876857e+01 +1.142303540046379e+03 +1.566429238141483e-01 
+1.064800000000055e+01 +1.935658020103593e+00 +1.577654939901321e-03 +3.248469111427879e+01 +1.142195143563916e+03 +1.566282884000925e-01 
+1.065000000000055e+01 +1.911903747431373e+00 +1.556975557196449e-03 +3.258121221724662e+01 +1.142086777618733e+03 +1.566136571088821e-01 
+1.065200000000055e+01 +1.888614024823430e+00 +1.536698968656924e-03 +3.267773322768499e+01 +1.141978442196495e+03 +1.565990299385818e-01 
+1.065400000000055e+01 +1.865778791151884e+00 +1.516816479453913e-03 +3.277425414560689e+01 +1.141870137282876e+03 +1.565844068872575e-01 
+1.065600000000055e+01 +1.843388204312477e+00 +1.497319583224302e-03 +3.287077497102524e+01 +1.141761862863561e+03 +1.565697879529764e-01 
+1.065800000000055e+01 +1.821432636755804e+00 +1.478199958248116e-03 +3.296729570395301e+01 +1.141653618924242e+03 +1.565551731338071e-01 
+1.066000000000055e+01 +1.799902671092728e+00 +1.459449463688671e-03 +3.306381634440314e+01 +1.141545405450624e+03 +1.565405624278191e-01 
+1.066200000000056e+01 +1.778789095773645e+00 +1.441060135895232e-03 +3.316033689238854e+01 +1.141437222428416e+03 +1.565259558330837e-01 
+1.066400000000056e+01 +1.758082900840998e+00 +1.423024184767630e-03 +3.325685734792217e+01 +1.141329069843342e+03 +1.565113533476730e-01 
+1.066600000000056e+01 +1.737775273754880e+00 +1.405333990182838e-03 +3.335337771101695e+01 +1.141220947681132e+03 +1.564967549696605e-01 
+1.066800000000056e+01 +1.717857595290794e+00 +1.387982098482636e-03 +3.344989798168578e+01 +1.141112855927526e+03 +1.564821606971212e-01 
+1.067000000000056e+01 +1.698321435509276e+00 +1.370961219022210e-03 +3.354641815994160e+01 +1.141004794568274e+03 +1.564675705281310e-01 
+1.067200000000056e+01 +1.679158549796703e+00 +1.354264220779114e-03 +3.364293824579732e+01 +1.140896763589135e+03 +1.564529844607674e-01 
+1.067400000000056e+01 +1.660360874976659e+00 +1.337884129022086e-03 +3.373945823926584e+01 +1.140788762975876e+03 +1.564384024931088e-01 
+1.067600000000056e+01 +1.641920525491132e+00 +1.321814122039139e-03 +3.383597814036006e+01 +1.140680792714277e+03 +1.564238246232351e-01 
+1.067800000000056e+01 +1.623829789651112e+00 +1.306047527924554e-03 +3.393249794909288e+01 +1.140572852790124e+03 +1.564092508492275e-01 
+1.068000000000056e+01 +1.606081125955434e+00 +1.290577821423837e-03 +3.402901766547721e+01 +1.140464943189211e+03 +1.563946811691683e-01 
+1.068200000000056e+01 +1.588667159477761e+00 +1.275398620836585e-03 +3.412553728952590e+01 +1.140357063897347e+03 +1.563801155811412e-01 
+1.068400000000056e+01 +1.571580678320222e+00 +1.260503684975979e-03 +3.422205682125187e+01 +1.140249214900344e+03 +1.563655540832310e-01 
+1.068600000000056e+01 +1.554814630133737e+00 +1.245886910184989e-03 +3.431857626066798e+01 +1.140141396184029e+03 +1.563509966735239e-01 
+1.068800000000056e+01 +1.538362118703551e+00 +1.231542327408030e-03 +3.441509560778712e+01 +1.140033607734234e+03 +1.563364433501072e-01 
+1.069000000000056e+01 +1.522216400599592e+00 +1.217464099317757e-03 +3.451161486262212e+01 +1.139925849536800e+03 +1.563218941110697e-01 
+1.069200000000057e+01 +1.506370881890829e+00 +1.203646517496341e-03 +3.460813402518589e+01 +1.139818121577581e+03 +1.563073489545011e-01 
+1.069400000000057e+01 +1.490819114922522e+00 +1.190083999670247e-03 +3.470465309549127e+01 +1.139710423842439e+03 +1.562928078784926e-01 
+1.069600000000057e+01 +1.475554795156042e+00 +1.176771086998346e-03 +3.480117207355111e+01 +1.139602756317243e+03 +1.562782708811367e-01 
+1.069800000000057e+01 +1.460571758069680e+00 +1.163702441411908e-03 +3.489769095937827e+01 +1.139495118987873e+03 +1.562637379605270e-01 
+1.070000000000057e+01 +1.445863976120562e+00 +1.150872843006702e-03 +3.499420975298558e+01 +1.139387511840218e+03 +1.562492091147584e-01 
+1.070200000000057e+01 +1.431425555765943e+00 +1.138277187485668e-03 +3.509072845438590e+01 +1.139279934860176e+03 +1.562346843419269e-01 
+1.070400000000057e+01 +1.417250734543433e+00 +1.125910483651848e-03 +3.518724706359205e+01 +1.139172388033655e+03 +1.562201636401301e-01 
+1.070600000000057e+01 +1.403333878209478e+00 +1.113767850950973e-03 +3.528376558061686e+01 +1.139064871346572e+03 +1.562056470074664e-01 
+1.070800000000057e+01 +1.389669477934651e+00 +1.101844517062492e-03 +3.538028400547317e+01 +1.138957384784852e+03 +1.561911344420358e-01 
+1.071000000000057e+01 +1.376252147555658e+00 +1.090135815539009e-03 +3.547680233817378e+01 +1.138849928334430e+03 +1.561766259419394e-01 
+1.071200000000057e+01 +1.363076620882393e+00 +1.078637183492659e-03 +3.557332057873154e+01 +1.138742501981251e+03 +1.561621215052795e-01 
+1.071400000000057e+01 +1.350137749059819e+00 +1.067344159328306e-03 +3.566983872715922e+01 +1.138635105711268e+03 +1.561476211301598e-01 
+1.071600000000057e+01 +1.337430497983484e+00 +1.056252380522503e-03 +3.576635678346967e+01 +1.138527739510444e+03 +1.561331248146850e-01 
+1.071800000000057e+01 +1.324949945768001e+00 +1.045357581447688e-03 +3.586287474767565e+01 +1.138420403364750e+03 +1.561186325569612e-01 
+1.072000000000057e+01 +1.312691280267210e+00 +1.034655591240522e-03 +3.595939261978999e+01 +1.138313097260167e+03 +1.561041443550958e-01 
+1.072200000000058e+01 +1.300649796645895e+00 +1.024142331714262e-03 +3.605591039982546e+01 +1.138205821182685e+03 +1.560896602071973e-01 
+1.072400000000058e+01 +1.288820895001462e+00 +1.013813815313806e-03 +3.615242808779487e+01 +1.138098575118306e+03 +1.560751801113753e-01 
+1.072600000000058e+01 +1.277200078035197e+00 +1.003666143113149e-03 +3.624894568371099e+01 +1.137991359053034e+03 +1.560607040657410e-01 
+1.072800000000058e+01 +1.265782948772100e+00 +9.936955028543100e-04 +3.634546318758660e+01 +1.137884172972889e+03 +1.560462320684066e-01 
+1.073000000000058e+01 +1.254565208328435e+00 +9.838981670270981e-04 +3.644198059943447e+01 +1.137777016863898e+03 +1.560317641174856e-01 
+1.073200000000058e+01 +1.243542653726197e+00 +9.742704909889748e-04 +3.653849791926737e+01 +1.137669890712096e+03 +1.560173002110926e-01 
+1.073400000000058e+01 +1.232711175753755e+00 +9.648089111244049e-04 +3.663501514709808e+01 +1.137562794503527e+03 +1.560028403473437e-01 
+1.073600000000058e+01 +1.222066756871679e+00 +9.555099430428786e-04 +3.673153228293934e+01 +1.137455728224246e+03 +1.559883845243558e-01 
+1.073800000000058e+01 +1.211605469163007e+00 +9.463701798149458e-04 +3.682804932680391e+01 +1.137348691860316e+03 +1.559739327402476e-01 
+1.074000000000058e+01 +1.201323472327233e+00 +9.373862902456637e-04 +3.692456627870455e+01 +1.137241685397809e+03 +1.559594849931385e-01 
+1.074200000000058e+01 +1.191217011717113e+00 +9.285550171847063e-04 +3.702108313865400e+01 +1.137134708822806e+03 +1.559450412811494e-01 
+1.074400000000058e+01 +1.181282416417543e+00 +9.198731758724671e-04 +3.711759990666499e+01 +1.137027762121397e+03 +1.559306016024023e-01 
+1.074600000000058e+01 +1.171516097365724e+00 +9.113376523215446e-04 +3.721411658275027e+01 +1.136920845279682e+03 +1.559161659550206e-01 
+1.074800000000058e+01 +1.161914545511776e+00 +9.029454017328378e-04 +3.731063316692257e+01 +1.136813958283770e+03 +1.559017343371288e-01 
+1.075000000000058e+01 +1.152474330019146e+00 +8.946934469457442e-04 +3.740714965919462e+01 +1.136707101119777e+03 +1.558873067468526e-01 
+1.075200000000059e+01 +1.143192096504002e+00 +8.865788769217537e-04 +3.750366605957912e+01 +1.136600273773830e+03 +1.558728831823189e-01 
+1.075400000000059e+01 +1.134064565312858e+00 +8.785988452608000e-04 +3.760018236808882e+01 +1.136493476232064e+03 +1.558584636416559e-01 
+1.075600000000059e+01 +1.125088529837691e+00 +8.707505687497323e-04 +3.769669858473640e+01 +1.136386708480625e+03 +1.558440481229931e-01 
+1.075800000000059e+01 +1.116260854867761e+00 +8.630313259422513e-04 +3.779321470953460e+01 +1.136279970505665e+03 +1.558296366244609e-01 
+1.076000000000059e+01 +1.107578474977652e+00 +8.554384557699126e-04 +3.788973074249611e+01 +1.136173262293348e+03 +1.558152291441913e-01 
+1.076200000000059e+01 +1.099038392950490e+00 +8.479693561832545e-04 +3.798624668363361e+01 +1.136066583829844e+03 +1.558008256803173e-01 
+1.076400000000059e+01 +1.090637678235911e+00 +8.406214828227529e-04 +3.808276253295981e+01 +1.135959935101334e+03 +1.557864262309730e-01 
+1.076600000000059e+01 +1.082373465441862e+00 +8.333923477187857e-04 +3.817927829048742e+01 +1.135853316094008e+03 +1.557720307942941e-01 
+1.076800000000059e+01 +1.074242952859912e+00 +8.262795180203342e-04 +3.827579395622909e+01 +1.135746726794065e+03 +1.557576393684172e-01 
+1.077000000000059e+01 +1.066243401022851e+00 +8.192806147513961e-04 +3.837230953019752e+01 +1.135640167187711e+03 +1.557432519514801e-01 
+1.077200000000059e+01 +1.058372131294516e+00 +8.123933115950416e-04 +3.846882501240538e+01 +1.135533637261164e+03 +1.557288685416219e-01 
+1.077400000000059e+01 +1.050626524490765e+00 +8.056153337042027e-04 +3.856534040286533e+01 +1.135427137000647e+03 +1.557144891369830e-01 
+1.077600000000059e+01 +1.043004019531155e+00 +7.989444565388174e-04 +3.866185570159006e+01 +1.135320666392398e+03 +1.557001137357049e-01 
+1.077800000000059e+01 +1.035502112120621e+00 +7.923785047287222e-04 +3.875837090859221e+01 +1.135214225422657e+03 +1.556857423359303e-01 
+1.078000000000059e+01 +1.028118353460631e+00 +7.859153509618577e-04 +3.885488602388445e+01 +1.135107814077678e+03 +1.556713749358031e-01 
+1.078200000000060e+01 +1.020850348989072e+00 +7.795529148971381e-04 +3.895140104747943e+01 +1.135001432343722e+03 +1.556570115334685e-01 
+1.078400000000060e+01 +1.013695757148369e+00 +7.732891621015719e-04 +3.904791597938978e+01 +1.134895080207058e+03 +1.556426521270728e-01 
+1.078600000000060e+01 +1.006652288181225e+00 +7.671221030111041e-04 +3.914443081962817e+01 +1.134788757653966e+03 +1.556282967147636e-01 
+1.078800000000060e+01 +9.997177029533909e-01 +7.610497919146671e-04 +3.924094556820722e+01 +1.134682464670734e+03 +1.556139452946895e-01 
+1.079000000000060e+01 +9.928898118028858e-01 +7.550703259609878e-04 +3.933746022513957e+01 +1.134576201243657e+03 +1.555995978650006e-01 
+1.079200000000060e+01 +9.861664734151766e-01 +7.491818441876497e-04 +3.943397479043785e+01 +1.134469967359043e+03 +1.555852544238479e-01 
+1.079400000000060e+01 +9.795455937236359e-01 +7.433825265719351e-04 +3.953048926411468e+01 +1.134363763003205e+03 +1.555709149693839e-01 
+1.079600000000060e+01 +9.730251248348734e-01 +7.376705931029965e-04 +3.962700364618268e+01 +1.134257588162468e+03 +1.555565794997620e-01 
